,Track,Session,Time_Of_Day,Rain,Air_Temperature,Track_Temperature,Grip_Level,Car,Fuel,Front_Brake_Compound,Rear_Brake_Compound,Brake_Bias,TC,TC_Cut,ABS,Engine_Map,Tyres,Tyre_Temperature_Front_Left,Tyre_Temperature_Front_Right,Tyre_Temperature_Rear_Left,Tyre_Temperature_Rear_Right,Tyre_Pressure_Front_Left,Tyre_Pressure_Front_Right,Tyre_Pressure_Rear_Left,Tyre_Pressure_Rear_Right,Lap,Last_Lap_Time,Sector,Last_Sector_Time
0,Imola,7,32400,0,27.03878784,27.63708115,1,mclaren_720s_gt3,61.32512665,1,1,0.75,2,6,3,0,1,70.51721191,71.02345276,71.86943054,72.96624756,26.24965286,25.69825363,26.07946587,25.58476257,0,NULL,0,0
1,Imola,7,32423.1543,0,27.04730797,27.66222,1,mclaren_720s_gt3,60.62186432,1,1,0.75,2,6,3,0,1,73.23519135,75.14712524,75.12931824,77.47688293,26.51112556,26.09466934,26.39295959,26.01832771,0,NULL,1,23155
2,Imola,7,32457.52734,0,27.05999184,27.69965553,1,mclaren_720s_gt3,59.75524521,1,1,0.75,2,6,3,0,1,80.01091766,84.57460785,78.48942566,83.84565735,27.16240692,27.00052071,26.716362,26.63057518,0,NULL,2,57532
3,Imola,7,32507.50195,0,27.07837296,27.75393295,1,mclaren_720s_gt3,58.36929703,1,1,0.75,2,6,3,0,1,86.15010834,91.73435974,82.62750244,87.17272186,27.75294495,27.68903351,27.1147747,26.95111656,0,NULL,0,0
4,Imola,7,32530.66211,0,27.08690453,27.77913475,1,mclaren_720s_gt3,57.65176773,1,1,0.75,2,6,3,0,1,85.23963165,91.18685913,83.78240967,88.42120361,27.66607094,27.63701248,27.2261982,27.07151604,1,107510,1,23150
5,Imola,7,32565.47656,0,27.09970284,27.81694794,1,mclaren_720s_gt3,56.75483704,1,1,0.75,2,6,3,0,1,85.25611877,92.83027649,83.93511963,89.74819183,27.65299034,27.79560661,27.24167061,27.1997261,1,107510,2,57967
6,Imola,7,32615.51563,0,27.11808586,27.8712883,1,mclaren_720s_gt3,55.36999893,1,1,0.75,2,6,3,0,1,87.48495483,93.55078888,85.33449554,89.36959839,27.86813545,27.86595154,27.37718773,27.16455841,1,107510,0,0
7,Imola,7,32638.16016,0,27.12639999,27.89587402,1,mclaren_720s_gt3,54.65891266,1,1,0.75,2,6,3,0,1,86.00099182,92.18552399,85.43267059,89.63779449,27.72620773,27.73542023,27.38714409,27.19083786,2,108015,1,22637
8,Imola,7,32672.98438,0,27.13917923,27.93367767,1,mclaren_720s_gt3,53.78644562,1,1,0.75,2,6,3,0,1,85.42272186,94.48590088,85.3208847,92.08419037,27.6715107,27.95707321,27.37722969,27.42650986,2,108015,2,57470
9,Imola,7,32722.52539,0,27.15734482,27.98743439,1,mclaren_720s_gt3,52.39613724,1,1,0.75,2,6,3,0,1,87.31760406,93.73712921,86.49510193,91.38798523,27.85458183,27.88635445,27.49111938,27.36083603,2,108015,0,0
10,Imola,7,32745.24414,0,27.16565514,28.01203728,1,mclaren_720s_gt3,51.68548584,1,1,0.75,2,6,3,0,1,86.24008179,92.582901,86.51590729,91.33042145,27.75167084,27.77607918,27.49364853,27.35584259,3,107000,1,22725
11,Imola,7,32780.30859,0,27.17850113,28.05007553,1,mclaren_720s_gt3,50.81068039,1,1,0.75,2,6,3,0,1,86.19559479,94.46079254,85.66246033,91.72532654,27.74822235,27.94974136,27.41253853,27.33767128,3,107000,2,57790
12,Imola,7,32837.05078,0,27.19925117,28.11155128,1,mclaren_720s_gt3,49.41276169,1,1,0.75,2,6,3,0,1,88.54496002,95.37619781,87.3388443,92.83473969,27.97509003,28.03894997,27.57480049,27.44550323,3,107000,0,0
13,Imola,7,32860.07422,0,27.20765877,28.13646889,1,mclaren_720s_gt3,48.71885681,1,1,0.75,2,6,3,0,1,86.65164185,93.52879333,86.72531891,92.35746002,27.79384422,27.86212158,27.5164299,27.40021515,4,114525,1,23032
14,Imola,7,32894.53125,0,27.22023964,28.17376709,1,mclaren_720s_gt3,47.8268013,1,1,0.75,2,6,3,0,1,85.81452179,94.69944763,85.27842712,92.55799866,27.7143116,27.97532463,27.37834167,27.42027855,4,114525,2,57490
15,Imola,7,32945.04688,0,27.23865509,28.22838593,1,mclaren_720s_gt3,46.47939682,1,1,0.75,2,6,3,0,1,86.77991486,92.62976074,85.57817841,90.34604645,27.80816841,27.77781487,27.40829849,27.20911026,4,114525,0,0
16,Imola,7,32968.64844,0,27.2472744,28.25396156,1,mclaren_720s_gt3,45.79493332,1,1,0.75,2,6,3,0,1,85.01072693,90.74659729,85.44049835,90.30918121,27.63887787,27.59758186,27.39563179,27.20612335,5,107995,1,23610
17,Imola,7,33003.17578,0,27.25984383,28.2912674,1,mclaren_720s_gt3,44.93215179,1,1,0.75,2,6,3,0,1,84.10194397,92.0164566,84.35181427,90.90065002,27.55243874,27.72029305,27.29192352,27.26370811,5,107995,2,58142
18,Imola,7,33053.34766,0,27.27810669,28.34549522,1,mclaren_720s_gt3,43.59521103,1,1,0.75,2,6,3,0,1,85.4907608,92.09648132,84.92260742,89.91563416,27.68693352,27.72914314,27.34788704,27.17031479,5,107995,0,0
