,Track,Session,Time_Of_Day,Rain,Air_Temperature,Track_Temperature,Grip_Level,Car,Fuel,Front_Brake_Compound,Rear_Brake_Compound,Brake_Bias,TC,TC_Cut,ABS,Engine_Map,Tyres,Tyre_Temperature_Front_Left,Tyre_Temperature_Front_Right,Tyre_Temperature_Rear_Left,Tyre_Temperature_Rear_Right,Tyre_Pressure_Front_Left,Tyre_Pressure_Front_Right,Tyre_Pressure_Rear_Left,Tyre_Pressure_Rear_Right,Lap,Last_Lap_Time,Sector,Last_Sector_Time
0,Zandvoort,7,32400.0,0,27.038787841796875,27.637081146240234,1,lamborghini_huracan_gt3_evo,29.351341247558594,0,0,0.75,2,0,4,0,4,72.53551483154297,69.48039245605469,73.7326431274414,70.85609436035156,25.143409729003906,26.15011978149414,25.258333206176758,26.28218650817871,0,NULL,0,0
1,Zandvoort,7,32433.32421875,0,27.051063537597656,27.673301696777344,1,lamborghini_huracan_gt3_evo,28.52950096130371,0,0,0.75,2,0,4,0,4,80.80189514160156,73.6733169555664,80.7305908203125,74.08805084228516,25.849414825439453,26.553424835205078,25.897632598876953,26.593238830566406,0,NULL,1,33312
2,Zandvoort,7,32468.2578125,0,27.06393814086914,27.711305618286133,1,lamborghini_huracan_gt3_evo,27.71695899963379,0,0,0.75,2,0,4,0,4,90.76724243164062,79.36942291259766,89.1895523071289,78.04670715332031,26.80691146850586,27.09916877746582,26.71051597595215,26.97409439086914,0,NULL,2,68247
3,Zandvoort,7,32501.544921875,0,27.076187133789062,27.747474670410156,1,lamborghini_huracan_gt3_evo,26.822391510009766,0,0,0.75,2,0,4,0,4,93.36011505126953,81.92005157470703,91.61691284179688,80.41407012939453,27.056610107421875,27.344812393188477,26.94432830810547,27.202146530151367,0,NULL,0,0
4,Zandvoort,7,32534.615234375,0,27.088348388671875,27.78339958190918,1,lamborghini_huracan_gt3_evo,25.991886138916016,0,0,0.75,2,0,4,0,4,95.56842041015625,82.80606079101562,93.3804702758789,80.95301818847656,27.269386291503906,27.430648803710938,27.11440658569336,27.254663467407227,1,101540,1,33067
5,Zandvoort,7,32569.1484375,0,27.101051330566406,27.820934295654297,1,lamborghini_huracan_gt3_evo,25.084993362426758,0,0,0.75,2,0,4,0,4,99.36959838867188,84.71508026123047,96.66287994384766,82.15977478027344,27.635112762451172,27.614727020263672,27.43033218383789,27.37132453918457,1,101540,2,67595
6,Zandvoort,7,32601.9765625,0,27.113113403320312,27.85658836364746,1,lamborghini_huracan_gt3_evo,24.236692428588867,0,0,0.75,2,0,4,0,4,98.76710510253906,85.52914428710938,96.14127349853516,83.13200378417969,27.578046798706055,27.693649291992188,27.38102912902832,27.465431213378906,1,101540,0,0
7,Zandvoort,7,32634.810546875,0,27.12516212463379,27.892215728759766,1,lamborghini_huracan_gt3_evo,23.46059799194336,0,0,0.75,2,0,4,0,4,98.67115020751953,85.2987060546875,95.40865325927734,82.43726348876953,27.569604873657227,27.666667938232422,27.31146812438965,27.38799285888672,2,100430,1,32837
8,Zandvoort,7,32669.10546875,0,27.137744903564453,27.929433822631836,1,lamborghini_huracan_gt3_evo,22.5700740814209,0,0,0.75,2,0,4,0,4,103.09590911865234,87.0553207397461,97.87816619873047,82.96466827392578,27.995187759399414,27.83610725402832,27.549346923828125,27.439428329467773,2,100430,2,67122
9,Zandvoort,7,32702.234375,0,27.149892807006836,27.965377807617188,1,lamborghini_huracan_gt3_evo,21.696439743041992,0,0,0.75,2,0,4,0,4,101.02935791015625,87.0234146118164,96.79085540771484,83.6706314086914,27.74905776977539,27.83382225036621,27.38479232788086,27.507978439331055,2,100430,0,0
10,Zandvoort,7,32735.58203125,0,27.162111282348633,28.001544952392578,1,lamborghini_huracan_gt3_evo,20.886856079101562,0,0,0.75,2,0,4,0,4,99.42611694335938,86.13189697265625,95.98982238769531,82.93378448486328,27.595928192138672,27.749019622802734,27.308673858642578,27.43802261352539,3,100265,1,33337
11,Zandvoort,7,32769.93359375,0,27.174694061279297,28.038799285888672,1,lamborghini_huracan_gt3_evo,20.018075942993164,0,0,0.75,2,0,4,0,4,102.57012939453125,86.8460693359375,98.40254974365234,83.11833190917969,27.8985595703125,27.818384170532227,27.541101455688477,27.456544876098633,3,100265,2,67697
12,Zandvoort,7,32802.34375,0,27.18654441833496,28.073904037475586,1,lamborghini_huracan_gt3_evo,19.107837677001953,0,0,0.75,2,0,4,0,4,101.17109680175781,86.56320190429688,97.46688079833984,83.57013702392578,27.765010833740234,27.791988372802734,27.45203399658203,27.50067710876465,3,100265,0,0
13,Zandvoort,7,32834.68359375,0,27.198373794555664,28.108951568603516,1,lamborghini_huracan_gt3_evo,18.25149917602539,0,0,0.75,2,0,4,0,4,101.38660430908203,86.65628051757812,97.19766235351562,83.24336242675781,27.786457061767578,27.801681518554688,27.42694854736328,27.470064163208008,4,100107,1,32330
14,Zandvoort,7,32869.171875,0,27.21097755432129,28.14630889892578,1,lamborghini_huracan_gt3_evo,17.336395263671875,0,0,0.75,2,0,4,0,4,104.37202453613281,87.94678497314453,99.10089874267578,83.68291473388672,28.073863983154297,27.926376342773438,27.61046600341797,27.5130672454834,4,100107,2,66822
15,Zandvoort,7,32901.7109375,0,27.22285270690918,28.181516647338867,1,lamborghini_huracan_gt3_evo,16.411588668823242,0,0,0.75,2,0,4,0,4,102.94306182861328,87.87438201904297,97.9906234741211,84.2716293334961,27.937442779541016,27.920185089111328,27.504638671875,27.570343017578125,4,100107,0,0
16,Zandvoort,7,32934.25,0,27.234718322753906,28.21670913696289,1,lamborghini_huracan_gt3_evo,15.549983024597168,0,0,0.75,2,0,4,0,4,104.4003677368164,88.01314544677734,99.54717254638672,84.41912078857422,28.077449798583984,27.93426513671875,27.642244338989258,27.480772018432617,5,99367,1,32535
